exp#,utility_YS,utility_YS_order,utility_YS_course,utility_YS_both,gini_YS,gini_YS_order,gini_YS_course,gini_YS_both,base_0,base_rnd,base_DSA_RC,cl_60,cl_65,cl_70,cl_75,cl_80,cl_85,cl_90,friendship_w_0,friendship_w_1,method
2483,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2484,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2485,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2486,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2487,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2488,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2489,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2490,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2491,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2492,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2493,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2494,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2495,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2496,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2497,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2498,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2499,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2500,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2501,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2502,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2503,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2504,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2505,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2506,0,0,0,531,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,both
2507,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2508,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2509,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2510,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2511,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2512,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2513,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2514,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2515,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2516,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2517,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2518,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2519,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2520,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2521,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2522,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2523,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2524,0,0,0,2049,0,0,0,2.19,0,0,1,1,0,0,0,0,0,0,0,1,both
2525,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2526,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2527,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2528,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2529,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2530,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2531,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2532,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2533,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2534,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2535,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2536,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2537,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2538,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2539,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2540,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2541,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2542,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2543,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2544,0,0,0,2049,0,0,0,2.19,0,0,1,1,0,0,0,0,0,0,0,1,both
2545,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2546,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2547,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2548,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2549,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2550,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2551,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2552,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2553,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2554,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2555,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2556,0,0,0,2052,0,0,0,2.08,0,0,1,1,0,0,0,0,0,0,0,1,both
2557,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2558,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2559,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2560,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2561,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2562,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2563,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2564,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2565,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2566,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2567,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2568,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2569,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2570,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2571,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2572,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2573,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2574,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2575,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2576,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2577,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2578,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2579,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2580,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2581,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2582,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2583,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2584,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2585,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2586,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2587,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2588,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2589,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2590,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2591,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2592,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2593,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2594,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2595,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2596,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2597,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2598,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2599,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2600,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2601,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2602,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2603,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2604,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2605,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2606,0,0,0,2077,0,0,0,1.66,0,0,1,0,1,0,0,0,0,0,0,1,both
2607,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2608,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2609,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2610,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2611,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2612,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2613,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2614,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2615,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2616,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2617,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2618,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2619,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2620,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2621,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2622,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2623,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2624,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2625,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2626,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2627,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2628,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2629,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2630,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2631,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2632,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2633,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2634,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2635,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2636,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2637,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2638,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2639,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2640,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2641,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2642,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2643,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2644,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2645,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2646,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2647,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2648,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2649,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2650,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2651,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2652,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2653,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2654,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2655,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2656,0,0,0,2087,0,0,0,1.4,0,0,1,0,0,1,0,0,0,0,0,1,both
2657,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2658,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2659,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2660,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2661,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2662,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2663,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2664,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2665,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2666,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2667,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2668,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2669,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2670,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2671,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2672,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2673,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2674,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2675,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2676,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2677,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2678,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2679,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2680,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2681,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2682,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2683,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2684,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2685,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2686,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2687,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2688,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2689,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2690,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2691,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2692,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2693,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2694,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2695,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2696,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2697,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2698,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2699,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2700,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2701,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2702,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2703,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2704,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2705,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2706,0,0,0,2097,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,0,1,both
2707,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2708,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2709,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2710,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2711,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2712,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2713,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2714,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2715,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2716,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2717,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2718,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2719,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2720,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2721,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2722,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2723,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2724,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2725,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2726,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2727,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2728,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2729,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2730,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2731,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2732,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2733,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2734,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2735,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2736,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2737,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2738,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2739,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2740,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2741,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2742,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2743,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2744,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2745,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2746,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2747,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2748,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2749,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2750,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2751,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2752,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2753,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2754,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2755,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2756,0,0,0,2107,0,0,0,0.73,0,0,1,0,0,0,0,1,0,0,0,1,both
2757,0,0,0,2117,0,0,0,0.32,0,0,1,0,0,0,0,0,1,0,0,1,both
2758,0,0,0,2117,0,0,0,0.32,0,0,1,0,0,0,0,0,1,0,0,1,both
2759,0,0,0,2117,0,0,0,0.32,0,0,1,0,0,0,0,0,1,0,0,1,both
2760,0,0,0,2117,0,0,0,0.32,0,0,1,0,0,0,0,0,1,0,0,1,both
2761,0,0,0,2117,0,0,0,0.32,0,0,1,0,0,0,0,0,1,0,0,1,both
2762,0,0,0,2117,0,0,0,0.32,0,0,1,0,0,0,0,0,1,0,0,1,both
2763,0,0,0,2117,0,0,0,0.32,0,0,1,0,0,0,0,0,1,0,0,1,both
2764,0,0,0,2117,0,0,0,0.32,0,0,1,0,0,0,0,0,1,0,0,1,both
2765,0,0,0,2117,0,0,0,0.32,0,0,1,0,0,0,0,0,1,0,0,1,both
2766,0,0,0,2117,0,0,0,0.32,0,0,1,0,0,0,0,0,1,0,0,1,both
2767,0,0,0,2117,0,0,0,0.32,0,0,1,0,0,0,0,0,1,0,0,1,both
2768,0,0,0,2117,0,0,0,0.32,0,0,1,0,0,0,0,0,1,0,0,1,both
2769,0,0,0,2117,0,0,0,0.32,0,0,1,0,0,0,0,0,1,0,0,1,both
2770,0,0,0,2117,0,0,0,0.32,0,0,1,0,0,0,0,0,1,0,0,1,both
2771,0,0,0,2117,0,0,0,0.32,0,0,1,0,0,0,0,0,1,0,0,1,both
2772,0,0,0,2117,0,0,0,0.32,0,0,1,0,0,0,0,0,1,0,0,1,both
