exp#,utility_YS,utility_YS_order,utility_YS_course,utility_YS_both,gini_YS,gini_YS_order,gini_YS_course,gini_YS_both,base_0,base_rnd,base_DSA_RC,cl_60,cl_65,cl_70,cl_75,cl_80,cl_85,cl_90,friendship_w_0,friendship_w_1,method
1549,0,0,484,0,0,0,7.13,0,0,0,1,0,1,0,0,0,0,0,1,0,course
1550,0,0,484,0,0,0,7.13,0,0,0,1,0,1,0,0,0,0,0,1,0,course
1551,0,0,484,0,0,0,7.13,0,0,0,1,0,1,0,0,0,0,0,1,0,course
1552,0,0,484,0,0,0,7.13,0,0,0,1,0,1,0,0,0,0,0,1,0,course
1553,0,0,484,0,0,0,7.13,0,0,0,1,0,1,0,0,0,0,0,1,0,course
1554,0,0,484,0,0,0,7.13,0,0,0,1,0,1,0,0,0,0,0,1,0,course
1555,0,0,484,0,0,0,7.13,0,0,0,1,0,1,0,0,0,0,0,1,0,course
1556,0,0,484,0,0,0,7.13,0,0,0,1,0,1,0,0,0,0,0,1,0,course
1557,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1558,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1559,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1560,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1561,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1562,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1563,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1564,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1565,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1566,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1567,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1568,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1569,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1570,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1571,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1572,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1573,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1574,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1575,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1576,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1577,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1578,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1579,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1580,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1581,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1582,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1583,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1584,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1585,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1586,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1587,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1588,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1589,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1590,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1591,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1592,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1593,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1594,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1595,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1596,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1597,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1598,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1599,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1600,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1601,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1602,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1603,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1604,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1605,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1606,0,0,494,0,0,0,5.92,0,0,0,1,0,0,1,0,0,0,0,1,0,course
1607,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1608,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1609,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1610,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1611,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1612,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1613,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1614,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1615,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1616,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1617,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1618,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1619,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1620,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1621,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1622,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1623,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1624,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1625,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1626,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1627,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1628,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1629,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1630,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1631,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1632,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1633,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1634,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1635,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1636,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1637,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1638,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1639,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1640,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1641,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1642,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1643,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1644,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1645,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1646,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1647,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1648,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1649,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1650,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1651,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1652,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1653,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1654,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1655,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1656,0,0,504,0,0,0,4.54,0,0,0,1,0,0,0,1,0,0,0,1,0,course
1657,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1658,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1659,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1660,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1661,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1662,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1663,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1664,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1665,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1666,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1667,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1668,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1669,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1670,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1671,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1672,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1673,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1674,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1675,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1676,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1677,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1678,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1679,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1680,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1681,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1682,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1683,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1684,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1685,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1686,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1687,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1688,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1689,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1690,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1691,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1692,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1693,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1694,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1695,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1696,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1697,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1698,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1699,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1700,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1701,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1702,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1703,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1704,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1705,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1706,0,0,514,0,0,0,2.99,0,0,0,1,0,0,0,0,1,0,0,1,0,course
1707,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1708,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1709,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1710,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1711,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1712,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1713,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1714,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1715,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1716,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1717,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1718,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1719,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1720,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1721,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1722,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1723,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1724,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1725,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1726,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1727,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1728,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1729,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1730,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1731,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1732,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1733,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1734,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1735,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1736,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1737,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1738,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1739,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1740,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1741,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1742,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1743,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1744,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1745,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1746,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1747,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1748,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1749,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1750,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1751,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1752,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1753,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1754,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1755,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1756,0,0,524,0,0,0,1.28,0,0,0,1,0,0,0,0,0,1,0,1,0,course
1757,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1758,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1759,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1760,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1761,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1762,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1763,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1764,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1765,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1766,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1767,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1768,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1769,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1770,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1771,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1772,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1773,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1774,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1775,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1776,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1777,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1778,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1779,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1780,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1781,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1782,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1783,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1784,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1785,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1786,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1787,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1788,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1789,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1790,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1791,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1792,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1793,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1794,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1795,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1796,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1797,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1798,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1799,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1800,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1801,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1802,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1803,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1804,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1805,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1806,0,0,531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,course
1807,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1808,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1809,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1810,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1811,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1812,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1813,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1814,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1815,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1816,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1817,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1818,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1819,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1820,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1821,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1822,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1823,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1824,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1825,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1826,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1827,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1828,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1829,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1830,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1831,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1832,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1833,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1834,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1835,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1836,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1837,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1838,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1839,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1840,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1841,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1842,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1843,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
1844,0,0,2051,0,0,0,2.13,0,0,0,1,1,0,0,0,0,0,0,0,1,course
